,Position,Company,Location,clean
562,Software Tester Engineer Level 2,Techno Brain Group,"Bengaluru, Karnataka, India",This job is sourced from a job board Learn more Exp 0 3 years This role holder ensures that application solutions quality is assured before launch to the market The incumbent shall work closely with the assigned Microsoft contact person in running test scenarios and corrective measures ensuring apps deployed have passed optimum performance scores He or she must be a software guru undertaking various testing techniques to the process of executing a program or application with the intent of finding software bugs errors or other defects To succeed in this role the incumbent must a quick thinker to translate of partner requirements achiever techy whizz and aggressive driver of deadlines for positive relationship across board immediately Required Skills Experience Academic Qualifications Bachelors degree in Computer Science Computer Engineering Information System Electrical Engineering or related fields Experience At least 1 year experience in Software testing environment Understanding of SDLC In depth knowledge of Windows Operating Systems Proficiency in MS Office and SQL Queries Basic Azure knowledge Certifications is a plus Understanding of C and PowerShell is a plus Any combination of certifications in Testing Tools ISTQB is preferred Responsibilities Test Management Responsible for setting up the test environment create design Test scenarios and Test cases Analyze review and assess software requirements specifications and models for testability Measure performance of components and provide data for software metrics Track overall app productivity i e bugs arising and resolution quality Test Script Creation and Refactoring Automate tests supported by test lead Contribute to the creation of test plans test reports No of bugs triaged as per defined process Accountable for App testing configurations software modules Unit and integration testing against final requirements as per Microsoft partner requirements Test Execution Prepare and acquire test data Execute and log tests evaluate results and document deviations from expected results ConductPeer Reviews on Test Cases and Defects Perform Sanity System Testing and Regression Testing Test Reporting Run reports on identified defects and tracking them to closure Periodic Daily reporting of the Daily status of all assigned tasks to the supervisor Desired Skills and Experience test management regression testing test lead test cases test execution test data testing tools test reporting test scenarios sql queries software testing istqb testing system testing windows integration testing metrics sdlc
563,Data Scientist,Yes Property,"Bengaluru North, Karnataka, India",This job is sourced from a job board Learn more Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions Mine and analyze data from company databases to drive optimization and improvement of product development marketing techniques and business strategies Assess the effectiveness and accuracy of new data sources and data gathering techniques Develop custom data models and algorithms to apply to data sets Use predictive modeling to increase and optimize customer experiences revenue generation ad targeting and other business outcomes Skills Data Science R Programming and Python
564,Data Engineer - Remote,Loop,"Bengaluru East, Karnataka, India",About Loop Looking for a great mission Help build a customer focused healthcare company Loop wants to create an inspirational healthcare and insurance company We believe in the transformative nature of empathetic primary care proactive financial coverage and want to bring that to our members We want to fundamentally change how healthcare assurance is designed and delivered We believe in the power of incentives We are successful when we deliver health outcomes when our members and their families get healthier Why exactly are we building a new revolutionary healthcare system The obvious answer is India deserves better care for its people Not enough of it around and what exists can be tough to navigate Imagine if doctors were paid to actually make you better What a concept What if they didn t have to worry about finishing consults in 10 minutes to meet their daily quota What if they could take their time really understand the symptoms the family history the lifestyle to come up with a plan rather than just a prescription Imagine if hospital admissions treatments billing and insurance were as easy as ordering food home and your care doesn t end when they send you home from the hospital It goes till you are back on your feet And further now imagine if your family had access to this great care anytime they wanted From serious conditions to the smallest questions So that they live longer Wouldn t you worry less At the end of it It s not why you would build this system Why wouldn t you Here s how we are going about it We built a high quality concierge and primary care program that allows members and their families to access unlimited care when they need it We use technology to deliver this through highly engaging care We work with insurers to bring financial protection to our members so that they do not worry about their families well being As a healthcare insurance broker we provide companies with the best coverage and claims service for their employees and dependents Doing this will mean that we create great products and services that work on changing behaviors and mindsets This will need a deep understanding of design of products and services through an empathetic lens of what members need for their health and technology will play a very pivotal role in enabling our members to use our programs We are looking for folks in our EngineeringTeams to work with us to take Loop to this future If you d like to learn more about what we are building at Loop there are tons of resources Here are some of our favorites https yourstory com 2021 06 loop health insurance plans improve healthcare amphttps yourstory com 2022 04 loop health raises 25m elevation capital general catalyst amp Join us in making healthcare simple reliable and human Roles and Responsibilities Work in collaboration with engineers and stakeholders to build a platform for enabling data driven decisions Build reliable scalable CI CD driven streaming and batch data engineering pipelines Oversee and govern the expansion of the current data architecture and the optimization of query and data warehouse Create a conceptual data model to identify key business entities and visualize their relationships Create detailed logical models using business intelligence logic by identifying all the entities attributes and relationships Storage cloud data warehouse S3 data lake orchestration Airflow processing Spark Flink streaming services Kafka BI tools graph database and real time large scale event aggregation store are all examples of data architecture to design and maintain Work on cloud data warehouses data as a service business intelligence and machine learning solutions Data wrangling in a diverse environment Ability to provide data and analytics solutions that are cutting edge Identify strategic and Operational KPIs for the team and drive the team to deliver the committed targets Qualifications SQL knowledge as well as programming skills in Scala or Python 5 years of applicable data warehousing data engineering or data architecture experience Experience with the GCP stack BigQuery GCP Databricks is a plus Ability to design data analytics solutions to meet performance and scaling requirements Demonstrated analytical and problem solving abilities particularly in the context of large data Data warehousing concepts and modern data warehouse Lambda architecture are well understood Good understanding of the Machine Learning and Artificial Intelligence AI solution space Communication and interpersonal skills at all levels of management You are a detail oriented person with excellent communication skills and a strong sense of teamwork What you can expect from us Loop Family Healthcare Health insurance for you and your family for all medical emergencies High agency You ll always have the agency to shape projects processes and outcomes independently Learning Budget If there s a workshop book or event you think will help you learn we ll cover your bill Work from home setup We ll help you set up your office the way you want to with the best equipment around 
565,Senior Software Engineer,Eurofins IT Delivery Center,"Bengaluru, Karnataka, India",Company Description About Eurofins Eurofins Scientific is an international life sciences company providing a unique range of analytical testing services to clients across multiple industries to make life and the environment safer healthier and more sustainable From the food you eat to the medicines you rely on Eurofins works with the biggest companies in the world to ensure the products they supply are safe their ingredients are authentic and labelling is accurate Eurofins is a global leader in food environmental pharmaceutical and cosmetic product testing and in agroscience CRO services It is also one of the global independent market leaders in certain testing and laboratory services for genomics discovery pharmacology forensics CDMO advanced material sciences and in the support of clinical studies In over just 30 years Eurofins has grown from one laboratory in Nantes France to 58 000 staff across a network of over 1 000 independent companies in 54 countries operating 900 laboratories Performing over 450 million tests every year Eurofins offers a portfolio of over 200 000 analytical methods to evaluate the safety identity composition authenticity origin traceability and purity of biological substances and products as well as providing innovative clinical diagnostic testing services as one of the leading global emerging players in specialised clinical diagnostics testing Eurofins is one of the fastest growing listed European companies with a listing on the French stock exchange since 1997 In FY 2021 Eurofins achieved a record revenue of over EUR 6 7 billion Eurofins IT Solutions India Pvt Ltd EITSI is a fully owned subsidiary of Eurofins and functions as a Global Software Delivery Center exclusively catering to Eurofins Global IT business needs The code shipped out of EITSI impacts the global network of Eurofins labs and services The primary focus at EITSI is to develop the next generation LIMS Lab Information Management system Customer portals e commerce solutions ERP CRM system Mobile Apps other B2B platforms for various Eurofins Laboratories and businesses Young and dynamic we have a rich culture and we offer fulfilling careers Job Description Job Description PECIFIC ASSIGNMENTS Contribute to the design development troubleshoot test and document a web application Interact in a constructive manner with Business Analysts in order to Estimate the complexity and the workload Choose the most appropriate technical solution to meet the user requirements Reach the optimal requirement artefact that will lead to a working software solution Interact in a constructive manner with other scrum teams in the program Master and apply team technologies and processes and take active part in creating Eurofins and team success Profile description Requirements EXPERIENCE AND SKILLS Experience 5 to 8 years of experience with developing end to end web applications using Microsoft stack of Technologies Strong working knowledge of Web application development using NET C ASP NET MVC Web Services WCF Rest and Web API Working knowledge of JavaScript JQuery Angular JS Angular 2 and above HTML 5 and CSS 3 technologies Should have worked on at least one SOA Service Oriented Architecture project Good working knowledge of Entity Framework Linq MSSQL SQL Stored Procedure T SQL etc Good understanding of UML object oriented programming OOP and Object Oriented Design principles Strong knowledge of software implementation best practices Strong experience in designing and working with n tier architectures Should have worked in an AGILE practice methodology preferably SCRUM Methodology Skills Angular JS NET C Api SQL Personal Skills Excellent analytical and problem solving skills Excellent verbal written communication skills Fluent in English and the working country language Should be a self motivated independent detail oriented responsible team player and exhibit exceptional relationship management skills Ability to work in a complex international environment Experience in Agile Scrum methodologies would be a plus Ability to adapt quickly to an existing complex environment Ability to quickly learn new concepts and software is necessary Qualifications Basic Degree Additional Information What we offer A launch pad into various senior management opportunities within the many business lines of Eurofins globally or into the management hierarchy in our different corporate functions The opportunity to grow your project management skills in a demanding fast growing organization A chance to become part of a highly motivated international team of professionals Qualifications Bachelor s Degree Additional Information Excellent analytical and problem solving skills Excellent verbal and written communication skills Successful teamwork experience and demonstrated leadership abilities are required Proven ability to transfer knowledge and stay aware of current trends and technical advancements Ability to articulate and present different points of views on various technologies
566,Backend Developer,Heart It Out,"Bengaluru, Karnataka, India",Manage and monitor the database and code for errors Monitor day to day operations within the organization Prepare Weekly sprints Perform according to company standards Prepare financial statements and reports Recommending cost reduction strategies Developing and maintaining WordPress plugins and themes Creating custom WordPress post types and taxonomies Integrating third party APIs and services into WordPress Optimizing website performance by improving database queries and caching strategies Creating custom WordPress admin panels and dashboards for clients Studied CS BCA or MCA with a specialization in web technologies 2 to 6 years experience preferably in Bangalore Strong understanding of WordPress core and its architecture The candidate should have a deep experience with the WordPress platform including themes coding or modifying plugins and the WP database structure PHP and Object Oriented Programming OOP skills The candidate should have a solid grasp of PHP programming and OOP concepts and should be able to write clean efficient and maintainable code Knowledge of data structures and algorithms The candidate should understand the principles of data structures and algorithms and be able to implement them in their code Experience with Laravel framework If the candidate has experience with the Laravel framework it s a plus as this will enable them to write high quality scalable code that integrates well with WordPress AWS knowledge The candidate should be familiar with the basics of AWS including EC2 instances RDS databases and S3 storage Strong problem solving skills The candidate should be able to diagnose and troubleshoot complex issues and have a strong drive to find creative solutions to challenging problems Communication and team collaboration The candidate should have good communication skills work well in a team environment and have a positive attitude Passion for quality and attention to detail The candidate should have strong attention to detail and a passion for delivering high quality well documented code 
567,ServiceNow Developer,MAHIRA RESOURCES PRIVATE LIMITED,"Bengaluru, Karnataka, India",Experience developing in ServiceNow JavaScript workflows and flow designer update sets Strong background in software development software architecture data structures algorithms and SDLC models Knowledge of database application concepts SQL query optimization Ability to work with customers gather requirements and create solutions independently Active participation within and among teams and colleagues distributed globally Good verbal and written communication skills are a must Good quantitative analytic skills ability to work with large data sets Excellent problem solving skills in particular a methodical approach to dealing with problems across distributed systems Collaborate well with others unafraid to provide and receive honest feedback Unit and functional testing skills
568,Backend Developer - Django / Python (for AppVector.io),Next Labs,"Bengaluru, Karnataka, India",We are looking for a qualified back end developer to join our IT team You will be responsible for building the server side of our product AppVector You should be able to work with the design and front end team to create a functional and appealing product Your main tasks will include developing and maintaining our database layer APIs and other web services Location You will be expected to work fulltime from our office in Bangalore Karnataka India What will you do Develop valuable features on AppVector io by communicating with developers designers and other stakeholders Work in an agile environment to release software on a regular schedule Troubleshooting potential issues in applications Participate in the entire application lifecycle focusing on coding and debugging Identify and fix bottlenecks that may arise from inefficient code and processes Requirements 2 years of professional experience with Django DRF and python Basic understanding of front end languages Good knowledge of HTML CSS and Bootstrap to be able to write some basic Django templates Able to work independently and collaboratively as required Basic SQL preferably PostgreSQL Worked in an Agile Scrum environment Worked with version control systems like Git Understanding of the entire web development process design development and deployment Good to have Worked with external APIs Ex google APIs Intermediate Advanced Postgres Worked with TimescaleDB Familiarity with DevOps Worked with Prometheus Grafana or other monitoring tools Knows open API specs Familiarity with Nginx Gunicorn GitLab CI CD
569,Data Scientist,IdeaBoard,"Bengaluru North, Karnataka, India",We are looking for a driven and passionate machine learning engineer with a strong empathy for our users students and teachers Key responsibilities Decide what data are needed to answer specific questions and determine appropriate methods for finding and collecting this data Design experiments to validate collected data and analyse interpret and discover patterns in this data Interact cross functionally with a wide variety of people including students teachers and engineers Requirements Feel a personal stake in the product Strong attention to detail and excellent analytical capabilities Experience in designing and implementing various machine learning models Deep understanding of core Machine Learning concepts Skills Data Science Deep Learning and Artificial Intelligence AI 
570,Web Developer,Fortanix,"Bengaluru, Karnataka, India",Fortanix is a fast growing Series B company funded by Intel Capital Foundation Capital and Neotribe that has the potential to make a career Recognized by Gartner as a Cool Vendor Fortanix technology is at the intersection of protecting data in the public cloud on IoT devices and securing applications by encrypting data while it is in use We believe in hiring the best and brightest to fuel our growth as we expand globally We understand that hiring the right people and treating them well is key to our success We are a multi national company with locations in the U S UK India and the Netherlands Requirements 2 Professional experience in building web applications 2 years of experience working with ReactJS Jquery Bootstrap NPM Webpack 2 years of experience with JavaScript programming language Experience with Headless CMS tools Strong experience in JavaScript including DOM manipulation and the JavaScript object model Developing React components and managing data flow using libraries like Redux Familiarity with version control systems Git Bitbucket and modern version control for use in continuous deployments Understanding of REST architecture API s A strong product sense and feel for design UX UI Mastery of HTML CSS familiarity with CSS architecture and design systems Experience working with process management software such as JIRA is preferred Have great communication skills Ability to work as part of collaborative team Secondary Desired skills Experience in CRM tools such as Hubspot is an added plus Experience with NextJS framework Roles and Responsibilities Participate in development life cycle activities like design coding testing and production release Implement best practices and coding standard Ability to work deliver code in an agile team environment Lead and drive team to the highest standards Drive innovation through rapid prototyping and iterative development Tracking down and fixing bugs performance issues or display issues Be a problem solver in an open highly collaborative team environment Benefits Mediclaim Insurance Employees and their eligible dependents including dental coverage Personal Accident Insurance Internet Reimbursement
571,"Embedded C,C++,Linux",GFL Recruitment Private Limited,"Bengaluru, Karnataka, India",This job is sourced from a job board Learn more Job Description Skills Experience with programming in Linux Yocto build and BSP driver integration strong development experience of embedded firmware real time operating system RTOS and HW SW interactions Deep understanding of ARM base processors Atmel Freescale TI and or embedded DSP programming Experience in power management design and implementation Experience in SW design interfaces such as USB I2C UART SPI Ethernet CAN Experience in SW module design using Wifi 3G 4G modules Bluetooth Should be proficient in using Digital Storage Oscilloscope Multi meter and Logic Analyzer Configuration management tools like GIT SVN is highly desirable Excellent problem solving analytical and communication skills Ability to provide practical solutions and work effectively in a team environment Should be passionate diligent thorough and detail oriented Roles Define software requirements Provide feedback on limitations and feasibility on marketing proposed product features Software architecture design and write detailed design specs Support develop C C assembly code to implement certain algorithm or function as per design spec Perform unit testing and debugging to confirm the validity of the design Responsible for system level integration and system level debugging Prepare Design documents Analysis reports System Test plan and reports Interactions with Customer Vendor to gather Device chipset details Mentor other embedded engineers with the goal of adding capability to the team Initiate and support continuous improvements in products processes workflow Education Experience Experience required 3 6 Years Job Location Bangalore Mahadevpura WFO Qualifications B Tech BE in ECE or EEE M Tech in Embedded Systems This job is provided by Shine com Desired Skills and Experience linux c embedded
572,Data Analyst,K20s - Kinetic Technologies Private Limited,"Bengaluru North, Karnataka, India",Contract Role 6 9 Months Bangalore work from office We are seeking a highly skilled Data Analyst to join our team on a contract basis for 6 9 months The successful candidate will have at least 2 3 years of experience and be proficient in advanced SQL data visualization tools such as Power BI or AWS Quicksight scripting languages R Python and Excel for analysis such as pivot tables and lookups Knowledge of AWS Quicksight is mandatory for this role Analyze large sets of data and provide insights to the business Develop and maintain reports and dashboards using data visualization tools such as Power BI or AWS Quicksight Write and maintain SQL queries to extract and manipulate data from various data sources Automate data collection and analysis processes using scripting languages such as R or Python Collaborate with cross functional teams to identify and solve business problems Provide data driven recommendations to improve business performance 2 3 years of experience in a data analyst role Proficiency in advanced SQL Hands on experience with data visualization tools such as Power BI or AWS Quicksight Basic knowledge of scripting languages such as R or Python Good understanding of Excel for analysis such as pivot tables and lookups Knowledge of AWS Quicksight is mandatory for this role Excellent analytical and problem solving skills Strong communication and collaboration skills Skills power bi aws quicksight r python
573,SDET II,Porter,"Bengaluru, Karnataka, India",At Porter we are passionate about improving productivity We want to help businesses large and small optimize their last mile operations and empower them to unleash the growth of their core functions Last mile delivery logistics is one of the biggest and fastest growing sectors of the economy with a market cap upwards of 50 billion USD and a growth rate exceeding 15 CAGR Porter is the fastest growing leader in this sector with operations in multiple major cities a fleet size exceeding 1L registered and 30k active driver partners and a customer base with 3 5M being monthly active Our industry best technology platform has raised over 150 million USD from investors including Sequoia Capital Kae Capital Mahindra group LGT Aspada Tiger Global and Vitruvian Partners We are addressing a massive problem and going after a huge market We re trying to create a household name in transportation and our ambition is to disrupt all facets of last mile logistics including warehousing and LTL transportation At Porter we re here to do the best work of our lives If you want to do the same and love the challenges and opportunities of a fast paced work environment then we believe Porter is the right place for you Company URL https porter in Overview We are looking for a highly skilled test automation engineer to design and develop automation tests Test automation engineers duties include designing and developing automation scripts and finding solutions for automation problems Responsibilities You are responsible for various dimensions of testing functional non functional ensuring quality experiences to our customers With your extensive technical expertise and judgment you are an integrated part of the software development team and define document analyze perform and automate tests for products You will identify functional non functional issues and come up with creative resolutions from test automation You are responsible for adhering to best QA Automation practices and improving the quality of the products continuously You are responsible for creating reliability that enables and validates high quality releases at a fast place You are responsible for creating and executing automation scripts on multiple platforms on Desktop Mobile Web and devices iOS and Android app Collaborating with QA Analysts and Software Developers to develop solutions Experience with Agile Scrum process Desired Skills You should have a strong technical background be detail driven and have excellent problem solving abilities Strong coding skills and OOD OOP knowledge You should have around 2 5 years of experience in test automation of Web Mobile either You should have exposure to distributed systems or web applications mobile applications Strong understanding of various testing cycles and release activities You should have working knowledge with one or more functional tools You must be aware of frameworks like Page Object Model Funtional object model etc Good to have working knowledge on performance testing and API testing tools like jmeter Postman and Rest assured Experience participating of setup of test automation as part of CI CD pipelines Proficiency in programming languages in Java You should have strong experience in Selenium appium rest assured Qualifications Bachelor s degree in CS IT EC or a any Related field Previous experience as a test automation engineer atleast 2 year as SDET Excellent mathematical and problem solving skills Highly accurate and detail oriented 
574,Fresher Full stack developer (work from home),Busibud Solutions Pvt. Ltd,"Bengaluru North, Karnataka, India",Exp 0 2 years We re a fast growing startup specializing in automated training software and one of the very few product companies in the tricity region We re building the world s first automated training platform for customer service and we need a full stack developer to join our technological roller coaster We require some who comes with a wide range of experience in the LAMP stack Our software can be very complex so be prepared We mainly use Javascript jQuery for our frontend mainstay so you would be required to gain proficiency on this as well We use a couple of database systems MySQL and Apache Solr You would be expected to become comfortable in their use deployment and scaling Our devs are mini server admins as well and you would need to learn how to work through a Linux terminal We rigorously document our entire codebase so you will be expected to document A LOT We would prefer a candidate who can demonstrate creative live projects and has a Github profile they can show off Although this is not required Join us and watch your product go through the entire life cycle Plan it build it test it deploy it scale it and sip coffee while you watch it grow 
575,Data Engineer,ANZ GRINDLAYS BANK,"Bengaluru, Karnataka, India",Exp 0 3 years At ANZ our purpose is to shape a world where people and communities thrive and to achieve this we need a talented Data Engineer to join Data Portfolio The Data Portfolio sits within our Australia Retail Commercial division and our mission is to combine business technology capabilities to enable analytics reporting data asset development by users across ANZs Australia Retail Commercial division As a Data Engineer in Data Portfolio you will be responsible for designing and creating data processing solutions that enable value from analytic models to drive rapid decision making A key element of this is driving the data engineering agenda within the Tribe ensuring delivery of best practice end to end data engineering respecting ANZ architecture standards You will challenge inefficient engineering practise in ANZ and influence change in your field to drive better business outcomes To this end in the role you will implement smart and relevant data engineering to drive E2E application delivery and support the uplift of data engineering capability in Tribe while linking in to the wider Enterprise Analytics roadmap But its not just our customers who will feel your impact Youll feel it too Because at ANZ youll have the resources and community you need to take the next big step in your career towards even bigger things in the future We offer a range of benefits tailored to the countries in which we operate to provide all our people Health and wellbeing programs Discounts on selected products and services from ANZ and beyond Flexible working arrangements lifestyle leave and career breaks Youll also enjoy working in a diverse and inclusive workplace where the different backgrounds perspectives and life experiences of our people are celebrated We encourage you to talk to us about any adjustments you may require to our recruitment process or the role itself If you are a candidate with a disability let us know how we can provide you with additional support Job Posting End Date 14 04 2023 11 59pm Melbourne Australia 
576,Web Development work from home job/internship at Favourite Fab,Favourite Fab,India,This job is sourced from a job board Learn more About Favourite Fab Website Favourite Fab sees itself not just as a fabric manufacturer but as a tech company It wants to innovate and develop convenient technologies for the betterment of industries Favourite Fab will provide a one stop solution for the entire non woven fabric industry efficiently with advanced technologies Activity on Internshala Hiring since January 2023 4 opportunities posted 1 candidate hired About The Work From Home Job internship We are looking for a web developer intern with strong knowledge of front end and backend development Selected intern s day to day responsibilities include working on the design of our website Skill s required CSS HTML JavaScript PHP SQL Earn certifications in these skills Learn PHP Learn HTML Learn CSS Learn Node JS using Javascript Learn Software Testing using Javascript Learn SQL Who can apply Only Those Candidates Can Apply Who are available for the work from home job internship can start the work from home job internship between 28th Mar 23 and 2nd May 23 are available for duration of 1 month have relevant skills and interests Women wanting to start restart their career can also apply Perks Certificate Letter of recommendation Number of openings 1 Additional Questions Sign up to continue Sign up Login with Google OR Email Password First Name Last Name By signing up you agree to our Terms and Conditions Already registered Login Sign up to continue Sign up Login with Google OR Email Password First Name Last Name By signing up you agree to our Terms and Conditions Already registered Login
577,Frontend Developer- React.js/Angular,Qrata,"Bengaluru North, Karnataka, India",Strong command of ReactJS Strong command of modern JavaScript examples arrow functions async await destructuring rest spread etc Strong command of modern CSS and HTML examples flexbox grid media queries etc Strong command of modern JavaScript tooling examples webpack babel ESLint etc Hands on experience with TypeScript on ReactJS projects is a bonus but not required A good grip on Git Skills Javascript HTML CSS React js and AngularJS 1 x 
578,Data Engineer,Kaseya,"Bengaluru, Karnataka, India",Create and maintain optimal data pipeline architecture Identify design and implement internal process improvements automating manual processes optimizing data delivery re designing infrastructure for greater scalability etc Build the infrastructure required for optimal extraction transformation and loading of data from a wide variety of data sources Researching on the latest datastores database architecture and data warehousing and doing Proof of Concept POC implementations Brainstorming with the team on re architecting an existing product for scale Recommend and implement new ways to vastly improve data efficiency and quality Manage and support the data integrity and reliability of data services Assemble large complex data sets that meet functional non functional business requirements Maintain highest levels of development practices including technical design solution development systems configuration test documentation execution issue identification and resolution writing clean modular and self sustaining code with repeatable quality and predictability Azure components Synapse Analytics Data Factory Blob Storage Databricks Analysis Services Experience building and optimizing big data data pipelines architectures and data sets Strong analytic skills related to working with structured unstructured datasets Build processes supporting data transformation data structures dimensional modelling metadata dependency schema registration evolution and workload management Strong experience in database system Microsoft Azure 2 years of experience as a Data Engineer or in a similar role Experience with data warehousing data modeling and building ETL pipelines Strong experience in SQL 4 6 years of total experience in building DW BI systems At least 2 years of experience in end to end design and implementation of large scale DW BI systems Experience with ETL and working with large scale datasets Extremely proficient in writing performant SQL working with large data volumes Proficiency in writing and debugging complex SQLs Bachelor s degree in engineering or equivalent Work Location Whitefield Bangalore Timings 2 pm to 11 pm IST
579,Informatica Professional - Software Development Engineering,GentleMinds Technologies Pvt Ltd,"Bengaluru, Karnataka, India",This job is sourced from a job board Learn more Company Brillio On Role for Bangalore location Skill Informatica Professional Location Bangalore CTC Open Notice period Immediate 30 days Job Description Strong analytical and development skills in data synchronization and migration using Informatica Power Center 10 x 3 to 5 Years of IT Industry experience Candidate must have strong database fundamentals Ability to understand the requirement and drive it towards solution and Experience in technical analysis and writing technical specifications Experience in Implementation an Informatica based ETL solution fulfilling stringent performance requirements Sound knowledge of integration synchronization development concepts and framework implementation Ability to work closely with client and strong interfacing skills with senior executives colleagues and various users and business groups Capability of leading end to end at least one integration module and Ability to understand the requirement and drive it towards solution Capability to work in a distributed team environment with minimal supervision is required Ability to back track through multiple applications to find root cause of production issues and propose solution to make improve existing design Should have good knowledge in writing SQL commands queries and stored procedures Should have experience in batch command scripting Sound knowledge of cloud and web based applications specially Salesforce Web Services and MS Azure in terms of data processing Dealing informatica advanced features and Experience in invoking SOAP REST API webservice with informatica PowerCenter is added advantage Experience in SAAS data integration conversion projects in Insurance domain is preferable Required Qualification Bachelor s degree in IT or Computer Science BTech MTech MCA Bsc IT Additional Skills Knowledge Strong analytical skills excellent verbal and written communication skills and the ability to interact professionally with a diverse group executives managers and subject matter experts Excellent demonstrated written and oral communication skills Ability to work independently at the highest level in all phases of Product development This job is provided by Shine com Desired Skills and Experience javascript java mysql html api subject matter experts informatica power center strong analytical skills root cause web services data integration analytical skills technical analysis oral communication
580,Software Development work from home job/internship at Shardings,Shardings,India,This job is sourced from a job board Learn more About Shardings Website Shardings was established in December 2020 and our main objective is to contribute to various areas of online streaming and digital content Shardings a product based start up operating entirely remotely is building an all in one platform for scheduling and conducting virtual workshops and provides solutions for video conferencing and virtual studios Activity on Internshala Hiring since April 2022 16 opportunities posted About The Work From Home Job internship Selected intern s day to day responsibilities include Write clean high quality high performance and maintainable code Develop and support software including applications database integration interfaces and new functionality enhancements Coordinate cross functionally to ensure the project meets business objectives and compliance standards Write complex modules in Node js JavaScript Kubernetes React Android app and iOS app development and deal with Google Cloud services Participate in code reviews Skill s required CSS Firebase HTML JavaScript Node js ReactJS React Native Earn certifications in these skills Learn HTML Learn CSS Learn Node JS using Javascript Learn Software Testing using Javascript Learn Node JS Learn ReactJS Who can apply Only Those Candidates Can Apply Who are available for the work from home job internship can start the work from home job internship between 5th Apr 23 and 10th May 23 are available for duration of 2 months have relevant skills and interests Perks Certificate Job offer Number of openings 4 Additional Questions Sign up to continue Sign up Login with Google OR Email Password First Name Last Name By signing up you agree to our Terms and Conditions Already registered Login Sign up to continue Sign up Login with Google OR Email Password First Name Last Name By signing up you agree to our Terms and Conditions Already registered Login
581,Data Engineer,Angel and Genie,"Bengaluru, Karnataka, India",HIRING FOR THE Data Engineer EXP 3 to 8 years LOCATION Bangalore SALARY Upto 22 Lakhs Angel and Genie is a Bangalore Based Organization focused on Recruitment and Permanent Staffing working for Clients Pan India Our Team Members work from Different Locations across India KEY WORDS Python Scala Airflow and Spark This job is provided by Shine com
582,Data Scientist - Analytics,Landmark Online,"Bengaluru, Karnataka, India",This job is sourced from a job board Learn more Know us a little better The Landmark Group founded in 1973 has a diverse portfolio of retail and hospitality brands It has successfully grown into one of the largest and most successful retail conglomerates in the MENA region with an entrepreneurial culture focused on delivering exceptional value The Group employs over 45 000 people and operates over 1 600 outlets covering 22 million square feet across 19 countries in the Middle East North Africa and India region Built with love and loads of effort by many smart talented and passionate Landmarkers our goal is simple to deliver high impact to all business functions and institutionalize data driven decision making The Landmark Group is one of the leading retail and hospitality organizations in the Middle East and India Its vast portfolio of successful businesses includes award winning household brands like Lifestyle Max Splash and Home Centre Culturally we are an open organization with No Cabin culture and with Lean Structure We believe Sports makes a person active and intelligent and we would be happy if you play some Table Tennis or pocket in some balls in Pool table An organization we are ranked as a Great place to work and we are proud of our Company values Data Labs Team Introduction Data Labs at Landmark was established in 2015 and is a key function to aid the different businesses of Landmark Group in both overall strategy and intelligent data driven decision making The team has seen immense growth in the last two years expanding from a team of 2 people in 2015 to 100 members globally Dubai Bangalore The team follows an on shore off shore model of delivery and consists of people with expertise in Retail Analytics Product Development solving problems not limited to Inventory Management Assortment Planning End to End Supply Chain Pricing Landmark Group Job Description Job Title Data Scientist Who Are We Looking For Master s degree in Computer Science Mathematics Statistics Econometrics or Physics At least 2 years of experience in a Data Science related field Strong hands on experience in Machine Learning and Statistics focusing on structured and unstructured data problems Practical experience in several of the following areas time series forecasting clustering and classification techniques regression boosting algorithms optimization techniques NLP recommendation systems ElasticNet Excellent programming skills preferably in Python and SQL Previous experience with Azure Spark and git Basic understanding of web application framework Django Flask HTML JavaScript CSS Ajax jQuery etc Advanced engineering abilities to deliver flexible and scalable end to end machine learning solutions Exposure to data visualization software and packages Prower BI matplotlib d3 highcharts Understands challenges in business area applicability of relevant data science disciplines and system interactions Excellent written and verbal communication skills confidence in presenting ideas and findings to stakeholders and ability to do so at the right level of detail Strong sense of urgency and commitments Open to travel on need basis upto to 20 Your Key Responsibilities Investigate the feasibility of applying scientific principles and concepts to business problems Develop new algorithms independently to solve well defined retail problems and improve existing algorithms Work with product team to implement new modules maintain and release production pipelines in timely and responsible manner Develop POCs based on new ideas or technology popularize new innovations in retail and analytics with internal external stakeholders Collaborate with Data Engineering Advisory and Product team to find scope of improvement and drive right processes Reporting To This role will report to Lead Data Scientist Location Bangalore This job is provided by Shine com Desired Skills and Experience data science python supply chain sql machine learning data engineering data visualization data analysis retail analytics analytics
